,v2_term_x,description,v3_term,v2_term_y,unk,icd10_term,snomed_concept_id
36012,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,237323007
36013,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,199420004
36014,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,620921000000107
36015,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,199796003
36017,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,88825008
36018,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,199809005
36019,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,699061000000103
36020,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,608361000000105
36021,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,698497008
36022,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,289778008
36023,L2482,Persistent hymen - baby delivered with postpartum complication,Y40eT,L2482,X409Z,P031,70068004
36024,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,240222001
36025,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,237323007
36026,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,199420004
36027,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,620921000000107
36028,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,199796003
36030,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,88825008
36031,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,199809005
36032,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,699061000000103
36033,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,608361000000105
36034,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,698497008
36035,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,289778008
36036,L2482,Rigid perineum - baby delivered with postpartum complication,Y40eM,L2482,X409S,P031,70068004
36037,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,240222001
36038,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,237323007
36039,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,199420004
36040,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,620921000000107
36041,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,199796003
36043,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,88825008
36044,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,199809005
36045,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,699061000000103
36046,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,608361000000105
36047,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,698497008
36048,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,289778008
36049,L2483,Rigid perineum complicating antenatal care - baby not yet delivered,Y40eL,L2483,X409R,P031,70068004
36050,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,240222001
36051,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,237323007
36052,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,199420004
36053,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,620921000000107
36054,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,199796003
36056,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,88825008
36057,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,199809005
36058,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,699061000000103
36059,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,608361000000105
36060,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,698497008
36061,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,289778008
36062,L30..,Obstructed labour,Y411b,.K41.,L30..,P031,70068004
36063,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,240222001
36064,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,237323007
36065,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,199420004
36066,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,620921000000107
36067,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,199796003
36069,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,88825008
36070,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,199809005
36071,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,699061000000103
36072,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,608361000000105
36073,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,698497008
36074,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,289778008
36075,L303.,Deep transverse arrest (DTA),YMKBJ,L303.,L303.,P031,70068004
36076,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,240222001
36077,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,237323007
36078,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,199420004
36079,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,620921000000107
36080,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,199796003
36082,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,88825008
36083,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,199809005
36084,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,699061000000103
36085,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,608361000000105
36086,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,698497008
36087,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,289778008
36088,L307.,Failed trial of labour unspecified,Y410y,L307.,L307.,P031,70068004
36089,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,240222001
36090,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,237323007
36091,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199420004
36092,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,620921000000107
36093,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199796003
36095,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,88825008
36096,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199809005
36097,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,699061000000103
36098,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,608361000000105
36099,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,698497008
36100,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,289778008
36101,L30z.,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,70068004
36102,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,240222001
36103,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,237323007
36104,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199420004
36105,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,620921000000107
36106,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199796003
36108,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,88825008
36109,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199809005
36110,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,699061000000103
36111,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,608361000000105
36112,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,698497008
36113,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,289778008
36114,L30z.,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,70068004
36115,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,240222001
36116,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,237323007
36117,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199420004
36118,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,620921000000107
36119,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199796003
36121,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,88825008
36122,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,199809005
36123,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,699061000000103
36124,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,608361000000105
36125,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,698497008
36126,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,289778008
36127,L30zz,Obstructed labour NOS,Y411c,.K41Z,L30z.,P031,70068004
36128,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,240222001
36129,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,237323007
36130,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199420004
36131,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,620921000000107
36132,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199796003
36134,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,88825008
36135,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,199809005
36136,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,699061000000103
36137,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,608361000000105
36138,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,698497008
36139,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,289778008
36140,L30zz,Obstructed labour NOS,Y411c,L30zz,L30z.,P031,70068004
36141,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,240222001
36142,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,237323007
36143,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,199420004
36144,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,620921000000107
36145,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,199796003
36147,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,88825008
36148,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,199809005
36149,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,699061000000103
36150,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,608361000000105
36151,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,698497008
36152,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,289778008
36153,L30zz,Dystocia NOS,Y411H,L30zz,X40DC,P031,70068004
36154,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,240222001
36155,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,237323007
36156,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,199420004
36157,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,620921000000107
36158,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,199796003
36160,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,88825008
36161,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,199809005
36162,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,699061000000103
36163,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,608361000000105
36164,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,698497008
36165,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,289778008
36166,L314.,Uterine dystocia NOS,Y411G,L314.,X40DB,P031,70068004
36167,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,240222001
36168,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,237323007
36169,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,199420004
36170,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,620921000000107
36171,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,199796003
36173,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,88825008
36174,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,199809005
36175,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,699061000000103
36176,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,608361000000105
36177,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,698497008
36178,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,289778008
36179,N11..,Arthritis of spine,Y70pp,N11..,X7039,P031,70068004
36180,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,240222001
36181,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,237323007
36182,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199420004
36183,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,620921000000107
36184,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199796003
36186,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,88825008
36187,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199809005
36188,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,699061000000103
36189,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,608361000000105
36190,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,698497008
36191,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,289778008
36192,N11..,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,70068004
36193,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,240222001
36194,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,237323007
36195,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199420004
36196,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,620921000000107
36197,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199796003
36199,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,88825008
36200,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199809005
36201,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,699061000000103
36202,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,608361000000105
36203,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,698497008
36204,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,289778008
36205,N11..,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,70068004
36206,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,240222001
36207,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,237323007
36208,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199420004
36209,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,620921000000107
36210,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199796003
36212,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,88825008
36213,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,199809005
36214,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,699061000000103
36215,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,608361000000105
36216,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,698497008
36217,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,289778008
36218,N11D.,Osteoarthritis of spine,Y70pr,N11..,X7039,P031,70068004
36219,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,240222001
36220,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,237323007
36221,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199420004
36222,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,620921000000107
36223,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199796003
36225,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,88825008
36226,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,199809005
36227,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,699061000000103
36228,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,608361000000105
36229,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,698497008
36230,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,289778008
36231,N11D.,Osteoarthritis of spine,Y70pr,N11D.,X7039,P031,70068004
36232,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,240222001
36233,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,237323007
36234,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,199420004
36235,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,620921000000107
36236,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,199796003
36238,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,88825008
36239,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,199809005
36240,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,699061000000103
36241,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,608361000000105
36242,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,698497008
36243,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,289778008
36244,N388.,Spondylolysis,Y70pg,N388.,X70Cs,P031,70068004
36245,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,240222001
36246,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,237323007
36247,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,199420004
36248,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,620921000000107
36249,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,199796003
36251,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,88825008
36252,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,199809005
36253,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,699061000000103
36254,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,608361000000105
36255,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,698497008
36256,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,289778008
36257,Q031.,Fetus or neonate affected by malposition or disproportion during labour or delivery,Y717b,Q031.,XE1eP,P031,70068004
36258,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,240222001
36259,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,237323007
36260,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,199420004
36261,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,620921000000107
36262,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,199796003
36264,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,88825008
36265,Q031.,Fetus affected by malpresentation during delivery,Y717c,Q031.,XE1eP,P031,199809005
